date,price
9/17/2021,1352.64
9/16/2021,1345.87
9/15/2021,1345.83
9/14/2021,1339.70
9/13/2021,1341.43
9/10/2021,1345.31
9/9/2021,1343.98
9/8/2021,1333.61
9/7/2021,1341.90
9/6/2021,1346.39
9/1/2021,1334.65
8/31/2021,1331.47
8/30/2021,1328.14
8/27/2021,1313.20
8/26/2021,1301.12
8/25/2021,1309.55
8/24/2021,1298.74
8/23/2021,1298.86
8/20/2021,1329.43
8/19/2021,1374.85
8/18/2021,1360.94
8/17/2021,1363.09
8/16/2021,1370.96
8/13/2021,1357.05
8/12/2021,1353.05
8/11/2021,1357.79
8/10/2021,1362.43
8/9/2021,1359.86
8/6/2021,1341.45
8/5/2021,1345.55
8/4/2021,1334.74
8/3/2021,1332.44
8/2/2021,1314.22
7/30/2021,1310.05
7/29/2021,1293.60
7/28/2021,1277.07
7/27/2021,1276.93
7/26/2021,1272.71
7/23/2021,1268.83
7/22/2021,1293.67
7/21/2021,1270.79
7/20/2021,1273.29
7/19/2021,1243.51
7/16/2021,1299.31
7/15/2021,1293.92
7/14/2021,1279.91
7/13/2021,1297.54
7/12/2021,1296.30
7/9/2021,1347.14
7/8/2021,1374.68
7/7/2021,1388.55
7/6/2021,1354.79
7/5/2021,1411.13
7/2/2021,1420.27
7/1/2021,1417.08
6/30/2021,1408.55
6/29/2021,1410.04
6/28/2021,1405.81
6/25/2021,1390.12
6/24/2021,1379.72
6/23/2021,1376.87
6/22/2021,1379.97
6/21/2021,1372.63
6/18/2021,1377.77
6/17/2021,1359.92
6/16/2021,1356.52
6/15/2021,1367.36
6/14/2021,1361.72
6/11/2021,1351.74
6/10/2021,1323.58
6/9/2021,1332.90
6/8/2021,1319.88
6/7/2021,1358.78
6/4/2021,1374.05
6/3/2021,1364.28
6/2/2021,1340.78
6/1/2021,1337.78
5/31/2021,1328.05
5/28/2021,1320.46
5/27/2021,1303.57
5/26/2021,1316.70
5/25/2021,1308.58
5/24/2021,1297.98
5/21/2021,1283.93
5/20/2021,1278.22
5/19/2021,1262.49
5/18/2021,1252.68
5/17/2021,1258.70
5/14/2021,1266.36
5/13/2021,1261.99
5/12/2021,1269.09
5/11/2021,1256.04
5/10/2021,1259.58
5/7/2021,1241.81
5/6/2021,1250.57
5/5/2021,1256.43
5/4/2021,1242.20
4/29/2021,1239.39
4/28/2021,1229.55
4/27/2021,1219.75
4/26/2021,1215.77
4/23/2021,1248.53
4/22/2021,1227.82
4/20/2021,1268.28
4/19/2021,1260.58
4/16/2021,1238.71
4/15/2021,1247.25
4/14/2021,1255.87
4/13/2021,1248.33
4/12/2021,1252.45
4/9/2021,1231.66
4/8/2021,1234.89
4/7/2021,1242.38
4/6/2021,1239.96
4/5/2021,1236.05
4/2/2021,1224.45
4/1/2021,1216.10
3/31/2021,1191.44
3/30/2021,1186.36
3/29/2021,1175.68
3/26/2021,1162.21
3/25/2021,1163.10
3/24/2021,1161.81
3/23/2021,1183.45
3/22/2021,1194.43
3/19/2021,1194.05
3/18/2021,1200.94
3/17/2021,1186.09
3/16/2021,1179.90
3/15/2021,1184.56
3/12/2021,1181.56
3/11/2021,1181.73
3/10/2021,1170.08
3/9/2021,1161.97
3/8/2021,1168.27
3/5/2021,1168.69
3/4/2021,1168.52
3/3/2021,1186.95
3/2/2021,1186.61
3/1/2021,1186.17
2/26/2021,1168.47
2/25/2021,1165.43
2/24/2021,1162.01
2/23/2021,1177.64
2/22/2021,1175.04
2/19/2021,1173.50
2/18/2021,1174.38
2/17/2021,1155.78
2/9/2021,1114.93
2/8/2021,1083.18
2/5/2021,1126.91
2/4/2021,1112.19
2/3/2021,1111.29
2/2/2021,1075.53
2/1/2021,1035.51
1/29/2021,1056.61
1/28/2021,1023.94
1/27/2021,1097.17
1/26/2021,1136.12
1/25/2021,1166.05
1/22/2021,1166.78
1/21/2021,1164.21
1/20/2021,1134.68
1/19/2021,1131.00
1/18/2021,1191.94
1/15/2021,1194.20
1/14/2021,1187.40
1/13/2021,1186.05
1/12/2021,1192.28
1/11/2021,1184.89
1/8/2021,1167.69
1/7/2021,1156.49
1/6/2021,1143.21
1/5/2021,1132.55
1/4/2021,1120.47
